time,USEmbassy,RenkeLUMS,PAirGardenTown,PAirDHAPhase2,PAirAnarkali,PAirHarbanspura,PAirDefenceChowk,PAirIqbalTown,PAirAkbarChowk,PAirTownship,MetStation,DentalCollege,EPAGulberg
10/4/2019,109.8043478,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.372,85.441,-1
10/5/2019,127.8375,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.996,82.924,-1
10/6/2019,98.80833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.537,107.997,-1
10/7/2019,59.74166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.306,101.132,-1
10/8/2019,74.61666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.687,115.061,-1
10/9/2019,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.635,118.045,-1
10/10/2019,115.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.886,107.957,-1
10/11/2019,116.6166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.319,176.284,-1
10/12/2019,138.5090909,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.936,174.386,-1
10/13/2019,136.4958333,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.509,192.335,-1
10/14/2019,139.9458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.208,235.54,-1
10/15/2019,121.4458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193.272,-1
10/16/2019,165.1043478,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.021,223.837,-1
10/17/2019,195.0625,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.024,223.012,-1
10/18/2019,78.44583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.519,38.014,-1
10/19/2019,88.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.612,89.836,-1
10/20/2019,96.6375,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.254,199.785,-1
10/21/2019,122.3833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.04,143.805,-1
10/22/2019,128.0916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.091,213.613,-1
10/23/2019,153.6291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.97,170.767,-1
10/24/2019,200.7782609,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.06,156.227,-1
10/25/2019,214.9625,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.01,156.012,-1
10/26/2019,247.0043478,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.015,162.015,-1
10/27/2019,215.0708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.494,226.517,-1
10/28/2019,248.2708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,94.012,180.215,-1
10/29/2019,267.5166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,93.121,180.785,-1
10/30/2019,335.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,115.451,237.469,-1
10/31/2019,293.3916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,124.48,275.16,82.436
11/1/2019,361.8375,-1,-1,-1,-1,-1,-1,-1,-1,-1,130.353,289.144,112.285
11/2/2019,243.3291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.317,46.732,89.755
11/3/2019,195.5458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.958,240.926,66.283
11/4/2019,191.7541667,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.313,203.017,57.051
11/5/2019,143.2375,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.631,193.357,48.753
11/6/2019,256.3291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,105.447,105.447,71.175
11/7/2019,56.23333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.764,65.463,31.603
11/8/2019,91.37083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.025,86.452,48.349
11/9/2019,136.7458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.837,167.64,72.566
11/10/2019,114.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.681,166.081,78.118
11/11/2019,146.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.566,182.977,89.442
11/12/2019,222.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,142.266,288.528,119.764
11/13/2019,330.6625,-1,-1,-1,-1,-1,-1,-1,-1,-1,187.498,382.84,134.658
11/14/2019,334.0916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.401,311.682,138.421
11/15/2019,238.2333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.755,284.312,94.447
11/16/2019,202.1416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.752,190.17,68.368
11/17/2019,116.2958333,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.789,135.442,48.658
11/18/2019,154.1416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.036,194.524,69.342
11/19/2019,252.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,107.536,295.458,112.388
11/20/2019,262.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,118.774,347.899,130.023
11/21/2019,460.1333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,177.352,362.646,173.781
11/22/2019,276.8041667,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.566,287.654,105.935
11/23/2019,113.475,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.827,150.45,51.517
11/24/2019,124.1083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.358,193.252,51.907
11/25/2019,176.575,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.781,236.62,75.257
11/26/2019,302.8625,-1,-1,-1,-1,-1,-1,-1,-1,-1,123.91,195.194,110.027
11/27/2019,115.0826087,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.524,102.927,50.633
11/28/2019,176.8166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.943,91.353,54.352
11/29/2019,160.0791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.378,182.581,54.101
11/30/2019,138.5958333,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.78,176.515,65.239
12/1/2019,193.6583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/2/2019,216.2458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,114.051,219.075,102.205
12/3/2019,222.7217391,-1,-1,-1,-1,-1,-1,-1,-1,-1,123.547,275.954,122.154
12/4/2019,279.1208333,-1,-1,-1,-1,-1,-1,-1,-1,-1,135.861,256.56,150.137
12/5/2019,287.3125,-1,-1,-1,-1,-1,-1,-1,-1,-1,144.096,247.686,143.997
12/6/2019,337.7173913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/7/2019,279.6375,-1,-1,-1,-1,-1,-1,-1,-1,-1,132.396,257.03,97.872
12/8/2019,339.1333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,159.873,346.68,27.31
12/9/2019,290.1041667,-1,-1,-1,-1,-1,-1,-1,-1,-1,164.2,354.041,18.095
12/10/2019,471.1708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,187.775,448.155,20.538
12/11/2019,340.2208333,-1,-1,-1,-1,-1,-1,-1,-1,-1,159.142,308.674,18.686
12/12/2019,233.975,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.009,201.864,7.494
12/13/2019,100.0041667,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.654,90.976,3.088
12/14/2019,183.4916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.219,149.247,-1
12/15/2019,129.6583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.883,208.015,-1
12/16/2019,126.275,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.849,230.256,-1
12/17/2019,209.0375,-1,-1,-1,-1,-1,-1,-1,-1,-1,114.283,137.656,-1
12/18/2019,245.5458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,119.072,259.124,-1
12/19/2019,183.8375,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.603,200.475,-1
12/20/2019,388.3291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,157.597,355.207,-1
12/21/2019,258.7416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.857,215.111,-1
12/22/2019,225.1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,105.686,215.332,-1
12/23/2019,267.2416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,124.963,220.276,-1
12/24/2019,230.4333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/25/2019,232.4125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/26/2019,246.2875,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.899,205.817,-1
12/27/2019,266.0125,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.263,180.668,-1
12/28/2019,283.6791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,96.935,218.797,-1
12/29/2019,262.9416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/30/2019,216.8708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/31/2019,205.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/1/2020,313.4125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192.721,-1
1/2/2020,340.3666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305.211,-1
1/3/2020,262.4541667,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.635,269.783,-1
1/4/2020,331.8916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.156,260.192,-1
1/5/2020,191.6791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.451,153.16,-1
1/6/2020,126.3625,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.011,153.54,-1
1/7/2020,183.7217391,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.145,104.415,-1
1/8/2020,135.4708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,49.056,152.313,-1
1/9/2020,137.2625,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.45,171.892,-1
1/10/2020,155.3958333,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.154,72.754,-1
1/11/2020,172.4625,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.54,72.541,-1
1/12/2020,142.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.452,55.987,-1
1/13/2020,86.25833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.987,141.954,-1
1/14/2020,112.4791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/15/2020,143.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/16/2020,198.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/17/2020,287.6541667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/18/2020,289.7291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,111.566,245.478,-1
1/19/2020,285.6666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,109.75,379.637,-1
1/20/2020,165.2708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.257,94,-1
1/21/2020,102.9625,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.756,94.242,-1
1/22/2020,97.9875,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.957,131.12,-1
1/23/2020,122.0083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.123,173.099,-1
1/24/2020,138.5583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.978,45.174,-1
1/25/2020,180.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.078,45.257,-1
1/26/2020,237.2458333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/27/2020,256.0772727,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.124,98.001,-1
1/28/2020,144.3166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.37,97.55,-1
1/29/2020,107.0916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.923,160.21,-1
1/30/2020,163.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.788,167.01,-1
1/31/2020,64.65652174,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.288,89,-1
2/1/2020,8.220833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.961,102,-1
2/2/2020,8.016666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.976,100.21,-1
2/3/2020,7.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.089,144.01,-1
2/4/2020,9.170833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,94.609,55,-1
2/5/2020,8.029166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.847,145.01,-1
2/6/2020,7.926086957,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.664,244.01,-1
2/7/2020,7.925,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.547,240.92,-1
2/8/2020,8.070833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.302,155.031,-1
2/9/2020,7.4625,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.066,222.011,-1
2/10/2020,8.225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/11/2020,73.63478261,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.833,56.02,-1
2/12/2020,112.2791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.098,151.019,-1
2/13/2020,110.0833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.12,60.487,-1
2/14/2020,69.4875,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.014,89.12,-1
2/15/2020,82.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.805,56.41,-1
2/16/2020,112.5208333,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.119,47.224,-1
2/17/2020,139.6708333,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.529,221.01,-1
2/18/2020,136.4875,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.79,80,-1
2/19/2020,114.325,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.6,218.6,-1
2/20/2020,98.35833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.736,79.001,-1
2/21/2020,47.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.699,46.01,-1
2/22/2020,142.6583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.145,45.001,-1
2/23/2020,127.3833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.749,46.114,-1
2/24/2020,160.1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.637,205.001,-1
2/25/2020,145.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.866,169.01,-1
2/26/2020,160.825,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.526,169.01,-1
2/27/2020,134.1583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.065,137,-1
2/28/2020,144.5083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.957,138.002,-1
2/29/2020,50.66666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.466,109.241,-1
3/1/2020,102.7416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.24,108.51,-1
3/2/2020,95.23333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.933,109,-1
3/3/2020,162.1791667,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.861,122.01,-1
3/4/2020,170.7391304,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.865,56.01,-1
3/5/2020,43.075,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.854,29.001,-1
3/6/2020,31.22916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.248,29.015,-1
3/7/2020,22.94583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.434,37.224,-1
3/8/2020,48.72916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.325,39.628,-1
3/9/2020,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.788,39.621,-1
3/10/2020,112.9291667,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.068,35.514,-1
3/11/2020,60.8625,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.194,15.001,-1
3/12/2020,20.99565217,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.672,17.014,-1
3/13/2020,32.07083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.837,17.837,-1
3/14/2020,82.60909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.931,29.099,-1
3/15/2020,61.86111111,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.34,56.34,-1
3/16/2020,100.6833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,147.001,64.989,-1
3/17/2020,94.7125,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.076,84.451,-1
3/18/2020,98.9875,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.822,79.147,-1
3/19/2020,120.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.216,87.295,-1
3/20/2020,183.475,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.525,81.54,-1
3/21/2020,81.86666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.828,35.098,-1
3/22/2020,161.1833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.034,40.179,-1
3/23/2020,56.44166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/24/2020,57.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/25/2020,30.0375,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.883,18.883,-1
3/26/2020,33.42083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.16,16.001,-1
3/27/2020,14.68333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.744,12,-1
3/28/2020,18.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.354,23.001,-1
3/29/2020,38.10416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.463,29.547,-1
3/30/2020,36.3375,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.134,22,-1
3/31/2020,34.89583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.285,7,-1
4/1/2020,22.84166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.193,38,-1
4/2/2020,16.25833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.086,11,-1
4/3/2020,34.175,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.179,23.981,-1
4/4/2020,43.8625,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.34,29,-1
4/5/2020,57.25833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.9,17,-1
4/6/2020,16.3875,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.09,12,-1
4/7/2020,20.525,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.64,-1,-1
4/8/2020,21.69166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/9/2020,51.44444444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/10/2020,33.55416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/11/2020,29.65416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/12/2020,41.99583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/13/2020,70.10416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/14/2020,54.34166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/15/2020,58.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.434,-1,-1
4/16/2020,38.6375,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.064,-1,-1
4/17/2020,37.64166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.906,-1,-1
4/18/2020,15.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.375,-1,-1
4/19/2020,25.5625,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.264,-1,-1
4/20/2020,34.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.725,-1,-1
4/21/2020,27.61304348,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.628,17,-1
4/22/2020,92.80833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.585,11,-1
4/23/2020,56.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.228,-1,-1
4/24/2020,71.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.31,-1,-1
4/25/2020,45.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.363,20,-1
4/26/2020,57.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/27/2020,19.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/28/2020,32.29166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/29/2020,49.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/30/2020,49.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/1/2020,88.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/2/2020,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/3/2020,38.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/4/2020,46.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/5/2020,44.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/6/2020,127.8636364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/7/2020,50.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/8/2020,76.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/9/2020,69.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/10/2020,49.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/11/2020,49.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/12/2020,78.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/13/2020,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/14/2020,59.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/15/2020,55.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/16/2020,85.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/17/2020,95.29166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/18/2020,62.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/19/2020,139.173913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/20/2020,45.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/21/2020,70.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/22/2020,91.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/23/2020,61.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/24/2020,37.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/25/2020,43.79166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/26/2020,70.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/27/2020,36.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/28/2020,37.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/29/2020,35.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/30/2020,37.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5/31/2020,36.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/1/2020,31.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/2/2020,41.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/3/2020,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/4/2020,47.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/5/2020,37.91304348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/6/2020,32.69565217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/7/2020,89.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/8/2020,76.36363636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/9/2020,88.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/10/2020,93.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/11/2020,96.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/12/2020,69.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/13/2020,67.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/14/2020,86.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/15/2020,100.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/16/2020,73.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/17/2020,70.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/18/2020,64.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/19/2020,63.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/20/2020,79.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/21/2020,72.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/22/2020,40.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/23/2020,59.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/24/2020,48.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/25/2020,44.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/26/2020,43.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/27/2020,60.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/28/2020,59.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/29/2020,29.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/30/2020,88.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/1/2020,63.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/2/2020,63.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/3/2020,63.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/4/2020,48.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/5/2020,28.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/6/2020,65.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/7/2020,47.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
