time,USEmbassy,RenkeLUMS,PAirGardenTown,PAirDHAPhase2,PAirAnarkali,PAirHarbanspura,PAirDefenceChowk,PAirIqbalTown,PAirAkbarChowk,PAirTownship,MetStation,DentalCollege,EPAGulberg
7/8/2020,17.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/9/2020,37.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/10/2020,53.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/11/2020,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/12/2020,13.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/13/2020,51.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/14/2020,48.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/15/2020,39.04347826,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.794,-1,-1
7/16/2020,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.929,-1,-1
7/17/2020,68.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/18/2020,53.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/19/2020,34.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/20/2020,21.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/21/2020,25.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/22/2020,61.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/23/2020,64.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/24/2020,50.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/25/2020,39.04166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/26/2020,29.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/27/2020,50.66666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7/28/2020,34.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.935,-1,-1
7/29/2020,30.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.38,-1,-1
7/30/2020,16.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.504,-1,-1
7/31/2020,21.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.041,-1,-1
8/1/2020,22.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.309,-1,-1
8/2/2020,18.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.44,-1,-1
8/3/2020,27.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/4/2020,25.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.816,-1,-1
8/5/2020,29.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.826,-1,-1
8/6/2020,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.761,-1,-1
8/7/2020,13.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.555,-1,-1
8/8/2020,31.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.788,-1,-1
8/9/2020,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.625,-1,-1
8/10/2020,28.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.758,-1,-1
8/11/2020,65.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.193,-1,-1
8/12/2020,36.36842105,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.428,-1,-1
8/13/2020,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.087,-1,-1
8/14/2020,15.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.104,-1,-1
8/15/2020,21.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.615,-1,-1
8/16/2020,35.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.615,-1,-1
8/17/2020,30.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.894,-1,-1
8/18/2020,40.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.542,-1,-1
8/19/2020,27.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.676,-1,-1
8/20/2020,17.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.388,-1,-1
8/21/2020,15.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/22/2020,94.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/23/2020,37.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/24/2020,15.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.178,-1,-1
8/25/2020,16.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.548,-1,-1
8/26/2020,18.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/27/2020,14.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/28/2020,31.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/29/2020,30.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/30/2020,32.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8/31/2020,15.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/1/2020,14.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/2/2020,20.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/3/2020,14.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/4/2020,44.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/5/2020,102.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/6/2020,46.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/7/2020,76.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/8/2020,62.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/9/2020,63.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/10/2020,64.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/11/2020,54.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/12/2020,50.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/13/2020,57.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/14/2020,59.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/15/2020,55.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/16/2020,55.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.611,-1,-1
9/17/2020,56.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/18/2020,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/19/2020,58.66666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/20/2020,59.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/21/2020,67.16666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/22/2020,78.33333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/23/2020,83.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/24/2020,88.79166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/25/2020,78.16666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/26/2020,67.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/27/2020,84.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/28/2020,113.4347826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/29/2020,100.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9/30/2020,74.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/1/2020,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/2/2020,99.95833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/3/2020,95.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/4/2020,110.0833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/5/2020,95.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/6/2020,99.79166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/7/2020,93.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.336,-1,-1
10/8/2020,70.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.793,-1,-1
10/9/2020,111.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/10/2020,127.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.106,-1,-1
10/11/2020,85.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.589,-1,-1
10/12/2020,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.477,-1,-1
10/13/2020,183.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.195,-1,-1
10/14/2020,150.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.457,-1,-1
10/15/2020,127.0833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.037,-1,-1
10/16/2020,134.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.381,-1,-1
10/17/2020,189.5416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.554,-1,-1
10/18/2020,123.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.471,-1,-1
10/19/2020,127.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.491,-1,-1
10/20/2020,163.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.194,-1,-1
10/21/2020,235.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.867,-1,-1
10/22/2020,251.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10/23/2020,188.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.26,-1,-1
10/24/2020,206.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.299,-1,-1
10/25/2020,200.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.193,-1,-1
10/26/2020,120.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.044,-1,-1
10/27/2020,124.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.927,-1,-1
10/28/2020,198.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.927,-1,-1
10/29/2020,236.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.669,-1,-1
10/30/2020,312.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.847,-1,-1
10/31/2020,158.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.068,-1,-1
11/1/2020,165.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.684,-1,-1
11/2/2020,181.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.102,-1,-1
11/3/2020,210.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.052,-1,-1
11/4/2020,183.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.669,-1,-1
11/5/2020,270.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11/6/2020,342.4583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11/7/2020,180.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.755,-1,-1
11/8/2020,213.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11/9/2020,352.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.133,-1,-1
11/10/2020,363.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.465,-1,-1
11/11/2020,379.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.905,-1,-1
11/12/2020,334.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.599,-1,-1
11/13/2020,358.0416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.141,-1,-1
11/14/2020,452.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.734,-1,-1
11/15/2020,249.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.131,-1,-1
11/16/2020,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.023,-1,-1
11/17/2020,96.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.949,-1,-1
11/18/2020,148.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.349,-1,-1
11/19/2020,187.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.621,-1,-1
11/20/2020,194.6666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.622,-1,-1
11/21/2020,123.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.893,-1,-1
11/22/2020,190.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.758,-1,-1
11/23/2020,295.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.372,-1,-1
11/24/2020,119.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.378,-1,-1
11/25/2020,217.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11/26/2020,167.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.271,-1,-1
11/27/2020,100.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.406,-1,-1
11/28/2020,157.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.159,-1,-1
11/29/2020,209.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.429,-1,-1
11/30/2020,349.4583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.313,-1,-1
12/1/2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.862,-1,-1
12/2/2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.507,-1,-1
12/3/2020,243.5416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.326,-1,-1
12/4/2020,286.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.504,-1,-1
12/5/2020,253.4583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.537,-1,-1
12/6/2020,365.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.189,-1,-1
12/7/2020,200.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.752,-1,-1
12/8/2020,261.9166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.725,-1,-1
12/9/2020,155.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.897,-1,-1
12/10/2020,172.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.554,-1,-1
12/11/2020,160.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.775,-1,-1
12/12/2020,67.29166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.033,-1,-1
12/13/2020,80.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.061,-1,-1
12/14/2020,109.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.841,-1,-1
12/15/2020,129.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.514,-1,-1
12/16/2020,143.2083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.144,-1,-1
12/17/2020,277.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.169,-1,-1
12/18/2020,232.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.48,-1,-1
12/19/2020,281.7368421,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.523,-1,-1
12/20/2020,236.8181818,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.657,-1,-1
12/21/2020,273.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.197,-1,-1
12/22/2020,405.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.563,-1,-1
12/23/2020,344.2857143,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.548,-1,-1
12/24/2020,364.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.884,-1,-1
12/25/2020,415.4285714,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.884,-1,-1
12/26/2020,324.8636364,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.979,-1,-1
12/27/2020,134.0416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.966,-1,-1
12/28/2020,133.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.879,-1,-1
12/29/2020,204.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.981,-1,-1
12/30/2020,299.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,31.129,-1,-1
12/31/2020,380.6666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.972,-1,-1
1/1/2021,345.9166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.108,-1,-1
1/2/2021,290.4583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.499,-1,-1
1/3/2021,189.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.168,-1,-1
1/4/2021,135.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.67,-1,-1
1/5/2021,65.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.92,-1,-1
1/6/2021,63.66666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.26,-1,-1
1/7/2021,110.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.352,-1,-1
1/8/2021,122.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.013,-1,-1
1/9/2021,173.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.929,-1,-1
1/10/2021,169.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/11/2021,319.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.376,-1,-1
1/12/2021,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/13/2021,266.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.212,-1,-1
1/14/2021,231.5416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.881,-1,-1
1/15/2021,348.0416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.377,-1,-1
1/16/2021,266.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.964,-1,-1
1/17/2021,172.4166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.786,-1,-1
1/18/2021,243.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.3,-1,-1
1/19/2021,204.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.279,-1,-1
1/20/2021,173.0833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.996,-1,-1
1/21/2021,210.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/22/2021,174.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/23/2021,220.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/24/2021,167.6666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/25/2021,178.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/26/2021,178.0833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/27/2021,204.3333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/28/2021,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/29/2021,204.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1/30/2021,172.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.572,-1,-1
1/31/2021,224.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/1/2021,263.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/2/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/3/2021,235.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/4/2021,68.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/5/2021,84.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/6/2021,170.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/7/2021,143.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/8/2021,162.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/9/2021,220.7916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/10/2021,313.5416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/11/2021,331.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/12/2021,343.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/13/2021,161.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/14/2021,258.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/15/2021,248.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/16/2021,327.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/17/2021,382.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/18/2021,280.4347826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/19/2021,197.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/20/2021,223.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/21/2021,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/22/2021,170.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/23/2021,106.2916667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/24/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/25/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/26/2021,137.7083333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/27/2021,85.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2/28/2021,120.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/1/2021,83.45833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/2/2021,87.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/3/2021,132.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/4/2021,146.1666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/5/2021,116.0416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/6/2021,103.5833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/7/2021,46.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/8/2021,60.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/9/2021,155.8333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/10/2021,190.9583333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/11/2021,101.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/12/2021,41.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/13/2021,56.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/14/2021,91.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/15/2021,75.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/16/2021,110.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/17/2021,138.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/18/2021,153.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/19/2021,71.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/20/2021,98.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/21/2021,86.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/22/2021,58.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/23/2021,38.54166667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/24/2021,57.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/25/2021,68.125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/26/2021,79.08333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/27/2021,117.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/28/2021,106.0416667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/29/2021,85.16666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/30/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3/31/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/1/2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/2/2021,48.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/3/2021,124.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/4/2021,135.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/5/2021,77.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/6/2021,80.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/7/2021,60.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/8/2021,50.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/9/2021,71.91666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/10/2021,94.625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/11/2021,93.70833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/12/2021,51.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/13/2021,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/14/2021,76.41666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/15/2021,58.58333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/16/2021,43.20833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/17/2021,46.83333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4/18/2021,55.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
